ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseLivingRoom,houseBathroom,houseOrientation,houseAge,houseSubway,houseHousingPeriod,houseFloorType,houseFloorSum,subwayAround,parkAround,schoolAround,busAround,shopping_mallAround
310,思明松柏西浦路81-91号邦妮大厦,118.11899217148833,24.499705748026976,49270,479,97.22,3,2,2,南北,29.0,1,满五年,中层,8.0,1,2,10,10,10
311,思明松柏长青北里80-120号怡祥花园,118.11493129042854,24.491147451168967,55167,528,95.71,3,2,1,南北,20.0,1,满五年,高层,6.0,3,6,10,10,10
312,湖里南山南山路253-356号康乐新村一期,118.1120357743989,24.506878685503132,37079,330,89,3,2,1,南,26.0,1,满五年,中层,7.0,1,2,10,10,10
313,思明莲前西路莲前西路287-345号龙山山庄(一期),118.13286116756949,24.481068857193588,53015,518,97.71,3,2,2,南,27.0,1,满五年,中层,8.0,2,3,10,10,10
314,思明莲花莲花北路5号丰联达大厦,118.12535508305936,24.488036955935932,48812,468,95.88,3,2,1,南,23.0,1,满五年,高层,22.0,3,2,10,10,10
315,思明莲花玉亭里15-42号玉亭里15-42号小区,118.12787459990396,24.48878940752913,44079,335,76,2,1,1,南北,34.0,1,,中层,6.0,3,4,10,10,10
316,思明禾祥西路故宫路116-118号金成大厦,118.07838117354555,24.466906250932595,54287,468,86.21,2,2,1,东北,21.0,1,满五年,低层,12.0,0,4,10,10,10
317,思明松柏屿后南里172-199号屿后里小区北2,118.1156554008087,24.49452856365561,47111,388,82.36,3,1,1,南北,24.0,1,满五年,高层,8.0,3,4,10,10,10
318,思明松柏嘉禾路343号湖北大厦,118.12106346052634,24.499493485642596,54098,439,81.15,3,2,1,东,20.0,1,满五年,高层,31.0,1,3,10,10,10
319,思明莲花流芳里1-65号流芳里1-65号小区,118.12888631669816,24.491345462943517,44378,425,95.77,3,1,1,南,34.0,1,,高层,6.0,3,4,10,10,10
320,思明松柏屿后北里380-413号源盛花园,118.11687320289461,24.498119350277356,42431,435,102.52,3,2,2,南北,31.0,1,,中层,8.0,2,3,10,10,10
321,思明莲花映碧里1-37号映碧里1-37号小区,118.12161968951874,24.483429493719875,50975,468,91.81,3,2,1,南北,38.0,1,满五年,高层,6.0,5,5,10,10,10
322,"思明松柏嘉滨里1-28号,嘉华里1-42号莲坂小区",118.12004048552896,24.49056605929666,45544,350,76.85,3,2,1,南,32.0,1,满二年,高层,7.0,3,5,10,10,10
323,思明松柏仙岳路452-454号松柏湖花园,118.11189078025411,24.4962503669249,52911,469,88.64,3,2,1,东西,24.0,1,满二年,低层,7.0,3,2,10,10,10
324,思明松柏屿后南里88-90号汇成公寓,118.1179583177922,24.49494324962071,48074,398,82.79,3,2,1,南北,31.0,1,满五年,高层,7.0,3,4,10,10,10
325,思明长青路嘉禾路293号宝达大厦,118.12055588701993,24.489571598519696,44611,358,80.25,3,1,2,东南,27.0,1,满二年,高层,31.0,4,5,10,10,10
326,思明长青路长青北里25-75号长青北里小区,118.11536039430868,24.492997087655393,52131,460,88.24,3,2,1,南,29.0,1,满二年,低层,7.0,3,5,10,10,10
327,思明莲岳路莲兴里19-59号电业花园,118.11383099770966,24.48625124064725,49809,430,86.33,2,2,1,南北,26.0,1,满二年,低层,7.0,3,5,10,10,10
328,"思明瑞景侨文里1-31号,侨兴里1-25号侨福城小区(一期)",118.16183213872756,24.480217847214288,42727,388,90.81,3,2,1,南北,23.0,1,满五年,中层,7.0,0,0,10,10,10
329,思明湖滨北路东岳路83-99号烟草宿舍,118.10150199775386,24.492225236151732,44176,405,91.68,3,2,2,南北,24.0,1,满五年,低层,7.0,2,4,10,10,10
330,思明松柏屿后南里37-68号屿后里小区北1,118.11938267768443,24.495143036026803,43878,430,98,3,1,1,南,31.0,1,满五年,高层,6.0,3,4,10,10,10
331,思明松柏侨岳里1-10之2号侨建花园西区,118.10937349987279,24.497355121421506,50016,495,98.97,3,2,1,东,28.0,1,满五年,高层,9.0,2,2,10,10,10
332,思明禾祥西路禾祥西路25-33号轮船厂宿舍,118.07870041885867,24.46734420866997,49578,428,86.33,3,1,1,南北,35.0,1,满二年,低层,8.0,0,4,10,10,10
333,思明莲花嘉禾路94号之1-之5新华书店宿舍,118.11715452374426,24.483152864584017,54337,458,84.29,3,2,1,南,26.0,1,满二年,中层,8.0,6,4,10,10,10
334,思明莲花观远里3-46号观远里小区,118.1262547926377,24.487691822157995,41753,405,97,3,2,1,南北,31.0,1,满五年,高层,7.0,3,3,10,10,10
335,思明前埔文兴东一里1-26号前埔南区文兴东一里,118.1654726469136,24.473084540980906,43976,365,83,3,2,1,南,25.0,1,满二年,低层,7.0,0,0,10,10,10
336,思明前埔文兴东二里1-39号前埔南区文兴东二里,118.16634928953707,24.47269003196372,46064,375,81.41,3,2,1,南北,25.0,1,满五年,高层,7.0,0,0,10,10,10
337,思明火车站双涵路117-127号福津大街八节点,118.1112157490924,24.475502114389005,55461,488,87.99,3,2,1,东南,21.0,1,,中层,9.0,2,4,10,10,10
338,思明莲花香秀里1-56号香秀里1-56号小区,118.12840840217541,24.491491878855662,51768,448,86.54,3,1,1,南,31.0,1,满五年,低层,6.0,3,4,10,10,10
339,思明松柏屿后南里384-388号松柏公寓,118.11643312616631,24.495653769418258,46968,388,82.61,2,2,1,南,14.0,1,满五年,中层,9.0,3,3,10,10,10
340,思明莲花蓉芳里1-36号蓉芳里小区,118.12685796998166,24.491299690218874,46843,445,95,3,2,1,南,34.0,1,,中层,6.0,3,4,10,10,10
341,思明火车站厦禾路996-1024号银河新村,118.11308628321912,24.472729276819834,49065,396,80.71,3,2,1,南北,26.0,1,满五年,低层,7.0,5,3,10,10,10
342,思明莲花菡青里1-17号宝莲花园,118.12539033057574,24.48876607047369,53258,488,91.63,3,2,1,南,34.0,1,满二年,高层,7.0,3,2,10,10,10
343,思明禾祥西路湖滨南路32-38号糖酒小区,118.08182831234586,24.469699265761147,56734,436,76.85,3,2,1,南北,20.0,1,满五年,中层,7.0,0,4,10,10,10
344,思明松柏仙阁里201-211号金岳花园,118.11309541152762,24.498477625617216,45622,485,106.31,3,2,2,西南,21.0,1,,中层,7.0,2,2,10,10,10
345,思明莲坂槟榔路39-43号联谊广场,118.11316817381037,24.487584886151964,53208,452,84.95,3,2,1,南,24.0,1,满二年,中层,8.0,4,6,10,10,10
346,思明莲花和光里1-61号和光里小区,118.12931339286142,24.49058295188809,54221,485,89.45,3,1,1,南,35.0,1,满五年,低层,7.0,2,3,10,10,10
347,湖里南山南山路564-606号华东花园,118.115270764948,24.507119615143786,40618,500,123.1,3,2,2,南,24.0,1,,高层,6.0,1,3,10,10,10
348,思明松柏屿后南里122-171号屿后南里122-171号小区,118.11659378646247,24.494312179946462,53412,339,63.47,2,1,1,南,29.0,1,满五年,中层,7.0,3,4,10,10,10
349,思明禾祥西路美仁新村18号美兰大厦,118.08403908418802,24.46889921265707,52892,450,85.08,2,2,1,南北,25.0,1,满二年,中层,14.0,0,4,10,10,10
350,思明禾祥西路后江埭路55-57号法院宿舍(后江埭路),118.09494425441883,24.48637848903054,55127,450,81.63,3,2,1,南北,28.0,1,满五年,低层,8.0,2,5,10,10,10
351,思明火车站湖滨南路328号之1-之23厦门医药站宿舍,118.11165925879162,24.47630929560121,58067,465,80.08,3,2,2,南北,23.0,1,满二年,低层,7.0,4,4,10,10,10
352,思明湖滨北路育秀里201-218号育秀厦工宿舍,118.10732403670006,24.48998314596225,57924,515,88.91,3,1,1,南北,24.0,1,,中层,7.0,3,5,10,10,10
353,思明前埔古兴里1-6号古兴里,118.1669347067123,24.469441438231993,50823,408,80.28,3,1,1,东南,23.0,0,满五年,低层,17.0,0,0,10,8,10
354,湖里南山南山路138-160号仙洞山庄,118.10573817575424,24.50531882791177,41520,365,87.91,3,2,1,南,28.0,1,满二年,高层,6.0,0,2,10,10,10
355,思明体育中心育秀里41-189号育秀里,118.10853393096369,24.48943349141542,59760,496,83,3,2,1,南北,28.0,1,满五年,中层,7.0,3,5,10,10,10
356,思明莲前东路西林东路1-7号墩仔家园,118.14154730965976,24.478894859875556,52422,498,95,3,2,2,南北,12.0,1,,低层,31.0,0,3,10,10,10
357,思明松柏湖滨北路243-275号锦绣广场,118.12222131796055,24.492405637234906,50000,475,95,3,2,1,南,25.0,1,满五年,高层,6.0,2,4,10,10,10
358,思明槟榔槟榔东里117-219号槟榔花园,118.10984971157663,24.4841968986155,53954,520,96.38,3,2,1,南北,33.0,1,,高层,7.0,3,5,7,10,10
359,湖里南山南山路542-558号半山豪庭,118.11405318227828,24.505926541075233,38577,310,80.36,2,2,1,南,21.0,1,满五年,中层,7.0,1,2,10,10,10
360,思明莲坂莲景路84-86号市建宿舍,118.11465871908788,24.484721706197995,51241,448,87.43,3,2,1,南北,24.0,1,满二年,中层,7.0,3,5,10,10,10
361,思明松柏屿后南里416-419号毅宏花园,118.11576482912139,24.496422226751914,48538,355,73.14,3,2,1,东南,25.0,1,,低层,8.0,3,3,10,10,10
362,湖里吕厝嘉禾路320-332号冠宏花园,118.12364228514552,24.494704668074046,52788,498,94.34,3,2,1,南北,18.0,1,满五年,中层,28.0,2,3,10,10,10
363,思明松柏嘉禾路295号侨旺大厦,118.12119261070855,24.490037569556858,42543,585,137.51,3,2,2,西南,26.0,1,满五年,中层,28.0,4,3,10,10,10
364,"思明松柏嘉禾路261,265号武汉大厦",118.1186163690094,24.487856690645486,48375,488,100.88,3,1,1,南北,26.0,1,满五年,中层,30.0,4,5,10,10,10
365,思明火车站湖滨东路29-33号湖滨东路29-33号小区,118.10834832149959,24.473721754209592,52525,388,73.87,3,1,1,南北,34.0,1,满五年,中层,7.0,2,3,10,10,10
366,湖里枋湖金湖一里1-25号联发欣悦园,118.13388782222482,24.509728836563262,51409,458,89.09,2,2,1,南,15.0,1,满五年,高层,12.0,2,4,10,10,10
367,思明莲坂湖明路98-112号槟东公寓,118.11232661547808,24.485075154497284,49977,429,85.84,3,1,1,南北,29.0,1,,高层,8.0,2,5,10,10,10
368,思明火车站湖滨东路8-12号湖滨东路8-12号小区,118.10989671084926,24.4728212719085,50462,328,65,3,2,2,南北,26.0,1,满五年,高层,7.0,2,3,10,10,10
369,思明莲岳路莲滨里35-36号水岸筼筜,118.11210217480124,24.489787483169735,67494,588,87.12,2,2,1,东南,16.0,1,满二年,中层,32.0,3,6,10,10,10
370,思明前埔前埔一里51-238号前埔北区一里,118.16402329707212,24.478731171552,41257,398,96.47,3,2,1,南,23.0,1,满五年,高层,6.0,0,0,10,10,10
371,海沧滨海社区沧虹东里1-21号海晟维多利亚,118.05064999424356,24.49488275910051,37825,338,89.36,3,2,1,南,13.0,1,满五年,中层,30.0,1,5,10,10,10
372,思明长青路长青路89号金龙花园,118.11777488484802,24.490216678715825,51775,528,101.98,3,2,1,南,24.0,1,,中层,9.0,3,6,10,10,10
373,思明禾祥西路禾祥西路222-232号禾祥西食品厂宿舍,118.08941465005395,24.46957237628309,51913,456,87.84,3,2,1,南北,27.0,1,满五年,高层,8.0,0,4,10,10,10
374,思明槟榔槟榔西里231-249号南湖花园,118.1036760567901,24.48509328170952,54584,468,85.74,2,2,1,南北,28.0,1,满二年,低层,7.0,1,5,10,10,10
375,思明莲前东路莲前东路701-709号明发花园,118.16151837447346,24.477535337603406,42613,368,86.36,3,1,1,南,20.0,1,,低层,6.0,0,0,10,10,10
376,湖里南山华荣路30-42号雅景花园,118.1041418116043,24.509895098817374,42563,388,91.16,3,2,2,南北,26.0,1,满五年,高层,7.0,1,1,10,10,10
377,思明莲花莲秀里105-106号鹭江新城(三期),118.12720151165168,24.493020367986254,67502,555,82.22,2,1,1,南北,24.0,1,,低层,21.0,3,4,10,10,10
378,思明龙山龙翔里1-13号龙翔里,118.13374955942987,24.493026372880347,46411,448,96.53,3,2,1,南北,27.0,1,满五年,高层,7.0,2,2,10,10,10
379,思明龙山龙盛里1-40号龙盛里居住区,118.1335039963119,24.492631851100533,44132,388,87.92,3,2,1,南北,28.0,1,满五年,高层,6.0,2,2,10,10,10
380,思明松柏侨岳路317-319号半山御景(二期),118.10625405251737,24.49924161978774,61126,528,86.38,2,2,1,南,12.0,1,,中层,25.0,1,1,10,10,10
381,湖里南山仙洞路21-41号台北新村,118.10918271739992,24.509273896398927,44103,430,97.5,3,2,1,南,26.0,1,满二年,低层,9.0,1,2,10,10,10
382,思明松柏仙岳路582号嘉怡园,118.11990422646247,24.500317038913433,56527,498,88.1,2,2,1,东,26.0,1,满五年,低层,28.0,1,2,10,10,10
383,思明中山路美仁前社140-146号美仁前社140-146号小区,118.08618606829172,24.46833198197974,49374,398,80.61,3,2,2,南北,38.0,1,满五年,中层,7.0,0,5,10,10,10
384,思明体育中心莲岳路175-177号(单号)金同花园,118.11114401625179,24.491915063339963,57370,550,95.87,3,2,1,南,16.0,1,满五年,中层,20.0,3,5,10,10,10
385,思明东浦路东浦南二里15-18号时尚国际,118.12104136666927,24.47412324773264,51047,434,85.02,3,2,1,南北,16.0,1,满二年,中层,18.0,4,3,10,10,10
386,湖里塘边兴隆路457-473号新湖花园,118.1150059959166,24.511047747658957,31818,310,97.43,3,2,1,南,22.0,1,满五年,中层,7.0,2,4,10,10,10
387,思明松柏莲岳路182-212号永升松柏中心,118.11176162237044,24.493187389769055,59869,546,91.2,2,2,1,南北,22.0,1,满五年,中层,6.0,3,4,10,10,10
388,"思明禾祥西路湖滨南路146-150号,后滨路85-95号泛华大厦",118.0921991813631,24.472344941641445,49194,360,73.18,2,2,1,南北,24.0,1,,中层,8.0,0,5,10,10,10
389,思明松柏嘉禾路345号音乐家生活广场,118.1211444193054,24.49985708913121,50593,380,75.11,3,2,2,东西,18.0,1,,低层,31.0,1,3,10,10,10
390,思明松柏长青路490-530号阳光花园,118.11887698281498,24.492408864537225,54286,418,77,3,2,1,南北,26.0,1,满五年,高层,7.0,3,4,10,10,10
391,思明富山厦禾路1112号颐景苑,118.11593905384221,24.47523706687771,41155,338,82.13,3,2,1,南北,29.0,1,,中层,8.0,4,4,10,10,10
392,思明文灶育青路16-28号育青嘉园,118.09270892300992,24.45980741886908,54518,388,71.17,3,1,1,南北,37.0,1,满五年,高层,6.0,2,7,10,10,10
393,思明湖滨北路体育路40-50号华山园,118.09615384375566,24.4882511617742,59966,528,88.05,3,2,1,南北,28.0,1,满五年,高层,7.0,2,5,10,10,10
394,湖里南山嘉禾路545-565号凯城花园,118.1158271906751,24.50994216653718,41591,366,88,3,2,1,南,24.0,1,满五年,低层,8.0,2,4,10,10,10
395,思明火车站东浦路66号之一-之六号森海丽景,118.12181236472094,24.471996987346856,46460,458,98.58,3,2,1,东南,18.0,1,满二年,中层,29.0,2,3,10,10,10
396,思明莲坂嘉禾路1-3号复兴世纪,118.11496652916114,24.480957636243627,49138,430,87.51,2,2,1,南,15.0,1,,低层,32.0,5,2,10,10,10
397,思明莲花菡青里18-32号菡青里18-32号小区,118.12615585448823,24.489152502404085,48592,445,91.58,3,2,1,南,34.0,1,,低层,6.0,3,4,10,10,10
398,思明前埔店上西里2-53号前埔南小区(店上西里),118.16927347286605,24.46975390425304,39785,370,93,3,2,1,南,23.0,0,,高层,6.0,0,0,10,10,10
399,思明火车站东浦路88-89号瓷厂宿舍,118.12085320201952,24.476634627755306,44842,399,88.98,3,2,1,南北,29.0,1,满五年,中层,7.0,4,3,10,10,10
400,湖里海天路华嘉路22-32号佳丽豪庭,118.09668832961196,24.50577326227181,55703,485,87.07,3,2,1,南,19.0,1,满二年,中层,11.0,0,1,8,10,10
401,思明禾祥西路湖滨西路72号嘉美花园,118.07455661911288,24.466728957750917,49811,485,97.37,3,1,1,南北,34.0,1,满二年,高层,6.0,0,3,9,10,10
402,思明前埔岭兜一里58-157号岭兜小区(南区),118.1750564115183,24.48166769909015,45375,388,85.51,3,2,1,南北,21.0,1,,高层,7.0,0,1,10,10,10
403,思明东浦路莲前西路2号莲富大厦,118.11638952118739,24.478463932933657,44325,328,74,2,2,1,南北,28.0,1,,中层,28.0,5,5,10,10,10
404,思明莲花香秀里75-79号福星商业中心,118.11799954764832,24.485445350187277,55953,486,86.86,3,2,1,南北,26.0,1,满二年,中层,6.0,4,5,10,10,10
405,思明东浦路东浦路111-203号浦南新村,118.12364922499913,24.476267401414297,41017,368,89.72,3,2,1,南北,26.0,1,满五年,高层,7.0,4,4,10,10,10
406,思明莲花玉荷里1-30号玉荷里,118.12118139491142,24.484096077017234,59783,550,92,3,2,1,南北,27.0,1,满二年,高层,6.0,3,4,10,10,10
407,思明莲花吕岭路8号同亨大厦,118.12472346626025,24.49231751151947,57242,498,87,2,2,1,南,19.0,1,满五年,高层,24.0,2,3,10,10,10
408,思明槟榔凤屿路450-468号福津大街七节点,118.10768530012109,24.485310885706127,41828,336,80.33,2,2,1,北,24.0,1,,高层,9.0,2,6,10,10,10
409,思明长青路嘉禾路279号信和上筑,118.1195174501575,24.488580773706488,60952,598,98.11,2,2,1,南北,13.0,1,满五年,中层,25.0,4,5,10,10,10
410,思明火车站东坪三里156-169号东坪安置房小区(一组团),118.12116216455351,24.46586089835629,43294,398,91.93,2,2,2,南北,4.0,1,,高层,30.0,0,3,10,10,10
411,思明禾祥西路天湖路38-40号假日e时代,118.08408888101701,24.471383031815332,48596,320,65.85,2,1,1,北,20.0,1,,中层,15.0,0,3,10,10,10
412,思明松柏仙岳路580号心悦园,118.11955692192261,24.500141972850113,59011,520,88.12,2,2,1,南北,24.0,1,满二年,高层,29.0,1,2,10,10,10
413,思明将军祠万寿路20-36号假日万寿公寓(一期),118.09951066845503,24.462781965675358,54848,478,87.15,3,2,2,南北,26.0,1,满二年,低层,8.0,2,3,10,10,10
414,思明莲坂湖滨南路811-817号万禾广场,118.11406925530623,24.479645141568508,58730,480,81.73,2,2,1,南,28.0,1,满五年,中层,21.0,4,3,10,10,10
415,思明观音山塔埔路1-17号鑫塔水尚,118.18412639870706,24.497480708571317,45505,500,109.88,2,2,1,北,10.0,1,满二年,低层,43.0,1,1,3,10,10
416,思明禾祥西路禾祥西路35-41号毕升宿舍,118.0800442129595,24.467125902180083,55727,489,87.75,3,2,2,南北,33.0,1,满五年,高层,7.0,0,4,10,10,10
417,思明体育中心莲岳路169-171号港龙新城,118.11126770792488,24.491265366673037,60627,528,87.09,3,2,2,东西,23.0,1,满五年,高层,9.0,3,6,10,10,10
418,思明前埔前埔一里41-50号建群雅苑,118.16224965708818,24.477639252158944,56892,478,84.02,3,2,2,南北,21.0,1,满二年,高层,12.0,0,0,10,10,10
419,思明前埔古楼南里1-31号古楼南里,118.16525989041003,24.467972192736493,43893,378,86.12,3,2,1,南,21.0,0,满五年,中层,7.0,0,0,10,6,10
420,湖里祥店祥店里2-10号第二城幸福生活,118.13715063663057,24.505404433466495,44078,400,90.75,2,2,1,东南,18.0,1,满二年,中层,17.0,1,2,10,10,10
421,思明火车站湖滨东路90-104号大洲城市花园,118.10836121169189,24.475423984822402,58967,558,94.63,3,2,2,西南,19.0,1,满五年,高层,16.0,2,2,10,10,10
422,湖里台湾街台湾街300-318号金盛大厦,118.12828946457657,24.499680970779714,44334,426,96.09,3,2,2,南,21.0,1,满二年,低层,24.0,2,2,10,10,10
423,"思明岳阳小区岳阳西里1-191号(单号),2-130号(双号)岳阳西里",118.09258538739374,24.49379979546305,40603,348,85.71,3,2,1,南北,28.0,1,满二年,高层,7.0,1,3,10,10,10
424,思明禾祥西路湖滨南路46-52号湖滨南路46-52号小区,118.08294980339714,24.469391155774574,57936,380,65.59,3,1,2,南北,39.0,1,满二年,低层,7.0,0,4,10,10,10
425,湖里湖里大唐世家兴隆路501-519号科技村,118.11639579005575,24.51151511248709,33244,310,93.25,3,2,1,南北,27.0,1,,高层,6.0,2,4,10,10,10
426,思明富山凤屿路23-69号绿泉新村,118.10971545698682,24.47575848551549,50375,430,85.36,3,2,1,南北,24.0,1,满二年,中层,7.0,2,4,10,10,10
427,思明莲坂湖滨六里186-197号大洲新世纪广场,118.11077458960831,24.481179725472018,60000,498,83,2,2,1,南,22.0,1,,高层,10.0,3,3,8,10,10
428,湖里江头仙岳路840-844号永同昌假日国际公寓,118.12680447287765,24.50190910922655,45513,430,94.48,3,2,1,南北,19.0,1,满五年,中层,19.0,1,1,10,10,10
429,思明松柏屿后南里118-120号屿后南里118-120号小区,118.1156554008087,24.49452856365561,47122,365,77.46,2,2,1,南,22.0,1,满五年,高层,7.0,3,4,10,10,10
430,思明禾祥东路金榜路57-59号紫荆园,118.10428166605683,24.47135572485532,54025,488,90.33,2,2,1,南北,21.0,1,满五年,中层,12.0,2,2,10,10,10
431,湖里枋湖金湖一里27-40号东海山庄,118.13575330295694,24.510111614961886,48117,470,97.68,3,2,1,南北,14.0,1,满五年,中层,11.0,2,4,10,10,10
432,思明思北小学路140号小学苑小区,118.07143901850885,24.465473374557675,56824,498,87.64,3,1,1,南北,33.0,1,满二年,中层,8.0,0,0,0,0,0
433,思明湖滨南路湖滨南路210号包印嘉禾花园,118.09518359400147,24.472847217376682,56321,499,88.6,4,2,2,南北,23.0,1,满五年,低层,7.0,0,6,10,10,10
434,湖里江头江浦南里1-74号江浦南里,118.13099364908658,24.49700016870504,40042,386,96.4,3,2,1,南,21.0,1,满二年,高层,7.0,3,3,10,10,10
435,思明华侨博物馆思明南路300号思明南路300号小区,118.08073148716798,24.4481815301781,53280,450,84.46,3,1,1,东南,41.0,1,满五年,中层,6.0,0,4,8,7,10
436,思明禾祥西路禾祥西路12号之1-之10禾祥苑,118.07770868001954,24.465549954425832,56945,558,97.99,2,2,1,南北,26.0,1,满二年,高层,10.0,0,5,10,10,10
437,思明长青路长青路430-431号长升大厦,118.11748062717444,24.491329738272455,43572,366,84,2,1,1,东南,10.0,1,满二年,中层,19.0,3,6,10,10,10
438,"思明火车站厦禾路925号,927号百源双玺",118.11097560393623,24.47332451361158,58630,569,97.05,3,2,2,南,16.0,1,,高层,29.0,2,3,10,10,10
439,思明将军祠万寿路13号之1-之43万寿山铁路小区,118.09930460585277,24.464948894164696,70353,598,85,3,2,1,南北,20.0,1,满五年,低层,7.0,2,3,10,10,10
440,思明莲前西路莲前西路240-298号怡富花园(东区),118.13287519086367,24.478513861559883,42723,398,93.16,2,2,1,南北,23.0,1,满五年,高层,7.0,1,3,10,10,10
441,思明思北湖滨西路10-18号东方时代广场,118.07480235389784,24.464173434989345,58517,538,91.94,2,2,1,东北,20.0,1,满五年,低层,31.0,0,3,10,10,10
442,思明火车站凤屿路36-74号福津大街一节点,118.10841579550682,24.47344036535,46017,581,126.26,3,2,2,南北,18.0,1,满五年,中层,8.0,2,3,10,10,10
443,思明莲花盈翠里12-40号盈翠里12-40号小区,118.12369852396978,24.48561348726875,59001,510,86.44,3,2,1,南,28.0,1,满五年,低层,6.0,4,3,10,10,10
444,"思明松柏屿后南里95-98,107-109号屿后南里95-98,107-109号小区",118.1156554008087,24.49452856365561,50173,350,69.76,2,1,1,南北,11.0,1,满二年,中层,9.0,3,4,10,10,10
445,思明前埔前埔五里200-213号华林花园三期,118.16430959487957,24.473675445186124,52581,430,81.78,2,2,1,南,20.0,1,满五年,高层,11.0,0,0,9,10,10
446,思明槟榔槟榔西里201-227号南湖新村,118.10304220850352,24.484630179629722,53106,330,62.14,2,1,1,南,31.0,1,满五年,中层,9.0,1,7,10,10,10
447,思明鹭江道小学路31号海城花园,118.07111864794929,24.46401491454148,54919,498,90.68,2,2,1,南北,26.0,1,满二年,低层,8.0,0,0,0,0,0
448,思明莲前西路莲前西路351-369号山木清华,118.13169279616717,24.481902813011466,44569,398,89.3,2,2,1,南北,19.0,0,满五年,低层,27.0,2,3,10,10,10
449,思明思北禾祥西路16-30号禾祥西路16-30号小区,118.07892749910533,24.466501076512216,49875,399,80,3,1,1,南北,25.0,1,满五年,中层,7.0,0,4,10,10,10
450,思明松柏仙岳路327-353号龙福花园,118.10425727904604,24.495862953480867,42481,548,129,3,2,2,南,22.0,1,满二年,中层,8.0,1,2,10,10,10
451,思明湖滨北路湖滨北路55-59号(单号)中信惠扬公寓楼,118.08081516993687,24.48122827734564,55303,498,90.05,2,2,3,南北,22.0,1,满二年,中层,36.0,0,1,0,10,10
452,思明莲前西路莲前西路435-533号卧龙晓城,118.13583547755394,24.481657124306746,54468,520,95.47,3,2,2,西南,19.0,1,满五年,中层,16.0,0,4,10,10,10
453,湖里吕厝嘉禾路334-380号东方巴黎广场,118.12382068111052,24.49615120028508,53578,450,83.99,2,2,1,南,20.0,1,满二年,中层,9.0,2,3,10,10,10
454,思明鹭江道古城东路1-56号古城东路小区,118.08002394059547,24.457700281488908,56342,458,81.29,3,1,1,南北,24.0,1,,中层,7.0,1,6,10,10,10
455,"思明禾祥西路美湖路71-87,137-147号美湖花园",118.08470671877528,24.46920000126443,47177,350,74.19,2,2,1,南北,33.0,1,满五年,中层,8.0,0,4,10,10,10
456,思明龙山金尚路19-27号禹洲花园三期,118.13835548226216,24.483702362111107,45436,438,96.4,3,2,2,东南,24.0,1,满二年,低层,9.0,0,5,10,10,10
457,思明厦大不见天2-23号不见天,118.08831710296485,24.44894181219783,56082,450,80.24,3,1,1,西南,39.0,1,,高层,7.0,2,3,10,10,10
458,湖里南山宜宾路122-140号外代小区,118.10822842068032,24.508934279086795,36811,325,88.29,3,1,1,南北,24.0,1,满五年,中层,7.0,1,1,10,10,10
459,思明松柏仙岳路588-636号翠湖小区,118.12005679154375,24.499786446959373,56272,415,73.75,2,1,1,南北,24.0,1,,高层,7.0,1,2,10,10,10
460,思明文灶文屏路59-123号文屏山庄(二期),118.11168042270579,24.459957618249465,46196,388,83.99,3,2,1,南,22.0,1,满二年,中层,7.0,1,0,10,10,10
461,湖里象屿保税区兴湖路2之1-16之3号象屿花园,118.09192779084573,24.518833637691404,30374,235,77.37,2,2,1,南北,24.0,1,满五年,中层,6.0,0,0,0,3,10
462,思明禾祥西路禾祥西路336-370号禾祥西厦罐宿舍,118.09298174628654,24.469479716210397,53630,410,76.45,3,2,2,南北,32.0,1,,中层,7.0,1,3,10,10,10
463,思明莲前西路西林西里111-122号金林花园,118.13603745855714,24.477985623663404,51317,425,82.82,2,2,1,南北,19.0,1,满五年,高层,7.0,0,3,10,10,10
464,思明斗西路海岸后街54号六中教师宿舍,118.0776179627002,24.46220238264904,43536,330,75.8,3,2,1,南北,34.0,1,满二年,中层,8.0,0,4,10,10,10
465,思明禾祥东路厦禾路879号美新广场,118.10437747416361,24.47061188352151,61662,538,87.25,3,2,1,北,24.0,1,满五年,高层,33.0,2,3,10,10,10
466,湖里江头江华里8-21号华成花园,118.1234876208583,24.499512090433118,42254,375,88.75,3,2,1,南,30.0,1,满五年,中层,7.0,1,3,10,10,10
467,"思明莲坂莲岳路2-12号,嘉禾路217-221号东方明珠广场",118.11687436429182,24.48657335360978,64521,475,73.62,2,2,1,西,18.0,1,满二年,中层,6.0,4,5,10,10,10
468,"湖里江头江浦北里1-11号(单号),2-32号(双号)江浦北里",118.1313590678059,24.49857036767948,47112,380,80.66,2,2,1,南,24.0,1,满二年,高层,7.0,2,3,10,10,10
469,思明体育中心仙岳路297-325号仙岳东村,118.10375475588035,24.495262091148998,42620,358,84,3,1,1,南北,27.0,1,满五年,高层,6.0,2,2,10,10,10
470,思明松柏仙岳路538-548号松柏禾山家园,118.11708224587439,24.49871842273454,45386,540,118.98,3,2,2,南北,16.0,1,满五年,中层,8.0,2,3,10,10,10
471,"思明莲花嘉禾路104号,106号,108号香江大花园",118.1194670357259,24.48573173557665,53131,538,101.26,3,2,2,南,28.0,1,满二年,低层,36.0,4,5,10,10,10
472,湖里南山南山路111-117号南山新村(南山路111-117号),118.09827622347417,24.50297746226788,35702,308,86.27,3,2,2,南,34.0,1,满五年,高层,7.0,0,2,10,10,10
