ID,houseLoc,longitude,latitude,unitPrice,housePrice,houseArea,houseBedroom,houseLivingRoom,houseBathroom,houseOrientation,houseAge,houseSubway,houseHousingPeriod,houseFloorType,houseFloorSum,subwayAround,parkAround,schoolAround,busAround,shopping_mallAround
635,思明将军祠万寿路77-145号文园公寓,118.10356359663913,24.462196177833068,64548,536,83.04,2,2,1,南,20.0,1,满五年,中层,11.0,2,1,10,10,10
636,思明华侨博物馆不见天29-39号半山公寓,118.0881991593367,24.448342785201366,47652,350,73.45,3,1,1,南北,25.0,0,满二年,中层,7.0,2,3,10,10,10
637,"思明东浦路东浦路154-162,莲前西路142-172号莲坂军休所小区",118.12631242245347,24.47843814787419,43023,320,74.38,3,2,1,南北,34.0,1,满五年,中层,7.0,4,1,10,10,10
638,湖里南山华昌路3号公盈楼,118.09204137221627,24.50566161969733,37079,330,89,3,2,1,南北,23.0,1,满五年,高层,8.0,0,1,7,10,10
639,湖里嘉园路嘉园路22-40号世纪嘉园(东区),118.10657623300636,24.517574571928844,46904,340,72.49,2,2,1,南,20.0,1,满二年,中层,6.0,2,1,10,10,10
640,"思明鹭江道湖滨西路7,11号大西洋海景城",118.07381409336486,24.464778197073453,62696,580,92.51,2,1,1,西,26.0,1,满二年,高层,27.0,0,3,3,10,10
641,思明莲花莲秀里24-26号鹭江新城(一期),118.12683739389703,24.492938741280337,63462,499,78.63,2,2,1,南北,34.0,1,,中层,17.0,3,4,10,10,10
642,思明湖滨北路金桥路18-28号米兰春天,118.09787549426517,24.48772898836209,77676,580,74.67,2,2,1,南北,16.0,1,满五年,高层,26.0,2,5,10,10,10
643,湖里南山宜宾路201-211号华景花园公寓,118.10817479531363,24.51026323252096,31100,355,114.15,3,2,2,南,11.0,1,满五年,高层,7.0,1,1,10,10,10
644,湖里悦华路和悦里20-24号嘉湖花园,118.0967134215844,24.51717764657976,42614,375,88,2,2,1,南,25.0,1,满五年,低层,7.0,0,0,3,8,10
645,思明中山路先锋营街19-1号先锋营街19-1号小区,118.07987770283206,24.46076688236816,52932,418,78.97,3,2,1,南,40.0,1,满二年,高层,7.0,0,5,10,10,10
646,思明东浦路东坪三里127-134号惠景新村,118.11902263935859,24.46682411785481,43500,435,100,3,2,2,南北,12.0,1,,中层,8.0,2,3,10,10,10
647,"思明湖滨北路凤凰山庄1之1,2之1,3之1,4之1,54-70号凤凰山庄(公寓住宅)",118.08139119771842,24.48231619404773,45956,563,122.51,3,2,1,南北,33.0,1,满二年,高层,7.0,1,1,1,10,10
648,"思明莲坂莲景二里1-12号,湖明路12-16号富山名士园",118.11349439964981,24.480587996556928,67371,389,57.74,3,1,1,南北,21.0,1,满二年,高层,12.0,3,2,10,10,10
649,思明湖滨北路建兴路1-25号厦门市市直机关宿舍区,118.09811146456974,24.477708681449702,67609,450,66.56,2,1,1,南北,35.0,1,满五年,中层,7.0,0,6,10,10,10
650,思明富山坂尾路17-33号龙辉花园,118.11737790904758,24.476817105528124,44456,449,101,2,2,2,南北,23.0,1,满五年,低层,6.0,5,4,10,10,10
651,思明湖滨北路七星西路7-23号(单号)福达里,118.09035413719656,24.49062924712611,70929,648,91.36,2,2,1,南北,13.0,1,满五年,低层,25.0,2,2,5,10,10
652,思明莲前西路莲前西路200-238号怡富花园西区,118.1309507518166,24.478356905189724,38231,356,93.12,3,2,1,南,24.0,0,满五年,低层,7.0,1,3,10,10,10
653,思明厦大中埔头1-41号中埔头小区,118.1184922011984,24.43005259050084,58432,500,85.57,3,2,1,南北,38.0,1,满二年,高层,7.0,1,0,10,7,9
654,思明鹭江道山仔顶巷1-43号山仔顶巷小区,118.07367686241312,24.4582495434118,46965,335,71.33,3,1,1,南北,34.0,1,,高层,6.0,0,6,10,10,10
655,思明华侨博物馆民族路41号外贸新村,118.07812504503597,24.44723649148438,54852,420,76.57,3,1,1,南,39.0,1,,中层,6.0,0,5,8,2,10
656,"湖里金尚金昌路53-61,97-103,133-139,165-185号金北花园",118.14464343188655,24.498699507447775,48828,429,87.86,3,2,1,南北,25.0,1,满二年,低层,7.0,2,2,10,10,10
657,湖里枋湖梧桐里26-45号幸福密码,118.14188544569569,24.512735031121284,54378,490,90.11,3,2,1,南,13.0,1,满五年,高层,14.0,0,2,10,10,10
658,思明龙山龙山南路86-148号(双号)通士达小区,118.13610007566274,24.48478785276717,39794,339,85.19,2,2,1,南北,24.0,1,满五年,高层,7.0,1,5,10,10,10
659,集美华侨大学滨水中二里1-13号世茂璀璨天城(一期),118.07259857385723,24.60117179637845,42370,369,87.09,3,2,2,东南,5.0,0,满二年,低层,33.0,2,2,0,10,10
660,思明龙山龙山南路240-278号鸿禧花园,118.13767459667405,24.485152252570085,45870,498,108.57,3,2,2,南北,18.0,1,满五年,低层,7.0,1,5,10,10,10
661,湖里SM商圈兴山路28-124号裕发花园,118.12539672298104,24.503463980181266,48996,490,100.01,3,2,1,南北,20.0,1,满二年,低层,6.0,1,2,10,10,10
662,思明龙山金尚路49-59号禹洲花园(一期),118.13888151977599,24.48543240088643,43381,308,71,2,2,1,南北,25.0,1,满五年,高层,8.0,0,4,10,10,10
663,湖里江头嘉禾路390号福园公寓,118.1224763377776,24.49946461818674,46359,408,88.01,2,2,1,南北,19.0,1,满五年,中层,18.0,1,3,10,10,10
664,集美杏林湾路龙亭四里1-11号莲花首岸,118.05476026090014,24.603166127431773,44258,420,94.9,3,1,1,南,4.0,1,满二年,高层,36.0,1,0,7,7,10
665,思明禾祥东路禾祥东路24-26号金源花园,118.10339948671025,24.47189607217116,49559,528,106.54,3,2,1,南北,25.0,1,满五年,高层,7.0,2,3,0,10,10
666,湖里枋湖枋湖西一里1-18号枋湖花园,118.13585538738025,24.515531127644692,43138,396,91.8,3,2,1,东西,17.0,1,满二年,高层,11.0,2,4,10,10,10
667,思明莲花吕岭路2-4号阿里山大厦,118.12431470112307,24.49189694561451,45780,595,129.97,3,2,2,南,23.0,1,满五年,低层,16.0,2,3,10,10,10
668,湖里南山华昌路58-70号华昌路58-70号小区,118.09259392742557,24.50909253838323,39584,308,77.81,3,2,2,东南,34.0,1,满五年,中层,6.0,0,0,4,10,10
669,思明将军祠坑内路3-36号坑内路3-36号小区,118.09323688396994,24.460780445024195,54278,368,67.8,2,2,1,东南,23.0,1,满五年,低层,8.0,2,7,10,10,10
670,思明瑞景洪文五里70-87号文兴社,118.15608467836604,24.476839866268254,56692,416,73.38,3,2,2,南北,24.0,1,,高层,6.0,0,0,8,10,10
671,湖里SM商圈乌石浦二里165-168号古龙花园(公寓住宅),118.12595619410165,24.507523616211596,47328,480,101.42,4,2,2,南北,18.0,1,,低层,17.0,2,2,10,10,10
672,湖里湖里大道和悦里1-12号区政府宿舍,118.09552179362976,24.51719469435391,31719,328,103.41,3,2,1,南北,25.0,1,满二年,中层,7.0,0,0,3,8,10
673,思明火车站厦禾路985-987号城立方,118.11372337864738,24.475775848559678,97699,590,60.39,3,2,2,西北,14.0,1,满二年,低层,18.0,4,4,10,10,10
674,思明前埔文兴东三里12-34号文兴东三里,118.16854499415203,24.472025589640165,46085,359,77.9,2,1,1,南,24.0,0,满五年,中层,8.0,0,0,10,10,10
675,湖里枋湖枋湖西一里19-34号龙湖花园(一期),118.13602894918571,24.514553331667216,56680,468,82.57,3,2,2,东南,13.0,1,满五年,中层,7.0,2,4,10,10,10
676,湖里象屿保税区昌鸿路63-81号榕福苑,118.09566694084565,24.519553226757147,35799,350,97.77,3,2,1,南北,21.0,1,满五年,高层,7.0,0,0,3,8,10
677,思明槟榔槟榔西里160-166号冷冻宿舍,118.10530439548918,24.48212821721534,69962,470,67.18,2,2,1,南北,24.0,1,满二年,低层,6.0,1,6,9,10,10
678,湖里枋湖金湖二里1-19号东晖广场,118.13743431609396,24.510883060539964,59233,528,89.14,3,2,2,东南,14.0,1,满二年,低层,12.0,2,3,10,10,10
679,"思明厦大曾厝垵路104-114,218-232号珍珠湾花园(公寓住宅)",118.10694826406079,24.43111136755358,65312,588,90.03,2,2,1,西南,26.0,0,满二年,高层,9.0,0,0,4,6,8
680,思明中山路新华路82号建筑设计院宿舍,118.08984858745947,24.472781687726794,53099,305,57.44,2,1,1,东南,48.0,1,满二年,,5.0,0,4,10,10,10
681,思明中山路思明南路425号公安局宿舍(思明南路),118.09630367405465,24.45954755935641,45901,398,86.71,4,2,2,南北,31.0,1,满二年,中层,7.0,2,6,10,10,10
682,思明思北开元路239-269号开元路239-269号小区,118.07324532746998,24.461371438150735,57000,399,70,3,1,1,南北,29.0,1,满二年,高层,7.0,0,0,0,0,0
683,湖里湖里大道湖里大道110-116号公交宿舍(湖里),118.10985214885189,24.513818593165528,29250,265,90.6,2,2,1,南,22.0,1,满五年,高层,8.0,2,2,10,10,10
684,思明槟榔槟榔西里275-285号海晟棕蓝海,118.10392380558463,24.483058961143943,82386,565,68.58,2,1,1,西南,19.0,1,满五年,高层,28.0,1,7,8,10,10
685,思明莲坂莲景路23-85号莲坂新村小区(三区),118.11185753325644,24.485951135837436,63321,598,94.44,4,2,1,南北,19.0,1,,中层,7.0,3,5,10,10,10
686,湖里南山兴隆路75-77号湖里公安分局宿舍,118.10439411131411,24.511615991800184,44989,320,71.13,3,2,2,南,22.0,1,满五年,高层,7.0,1,1,10,10,10
687,思明斗西路故宫路101号食品饮料厂宿舍,118.0778931128409,24.466183207726772,47034,325,69.1,2,2,1,东北,29.0,1,满五年,中层,7.0,0,4,10,10,10
688,思明东浦路东浦路35-71号广景花园,118.1220487031957,24.475479504789877,43872,335,76.36,2,2,1,东西,24.0,1,,高层,7.0,4,4,10,10,10
689,思明厦大思明南路298号之1思明苑,118.07946452231218,24.44952336004136,50593,320,63.25,2,1,1,南北,24.0,1,满二年,低层,7.0,0,5,10,7,10
690,思明莲前西路莲前西路196之1-4号中兴阁,118.1297459104638,24.478390632175607,42888,499,116.35,3,2,2,南北,20.0,1,,高层,9.0,3,3,10,10,10
691,思明莲前东路莲前西路691-723号广顺花园,118.14093104545204,24.480682368965507,36971,349,94.4,2,2,2,东西,24.0,1,满五年,中层,7.0,0,3,10,10,10
692,思明松柏仙岳路489号仙岳嘉园,118.11215062841623,24.497967545839167,51520,680,131.99,3,2,2,南北,18.0,1,满五年,低层,26.0,2,2,10,10,10
693,海沧滨海社区沧林东一里118-129号绿苑新城一组团,118.0444488601756,24.494686135365747,39214,349,89,2,2,1,南,11.0,1,,中层,18.0,3,7,10,10,10
694,湖里金尚金尚路251-263号一元花园(二期),118.14138944485731,24.4959557136434,37503,328,87.46,2,2,1,南,20.0,1,满五年,高层,7.0,2,3,10,10,10
695,湖里SM商圈园山南路302-310号嘉景花园二期,118.1225690863997,24.508827786543822,41637,458,110,3,2,2,南北,27.0,1,满二年,高层,13.0,1,3,10,10,10
696,思明松柏嘉禾路327-331号太平洋广场,118.12178115160926,24.496246570175902,49077,680,138.56,3,2,2,南,25.0,1,满五年,中层,31.0,1,3,10,10,10
697,思明华侨博物馆永福宫巷1-27号永福宫巷1-27号小区,118.08432442917338,24.445675075177437,46641,320,68.61,2,1,1,南,39.0,1,满五年,高层,6.0,0,0,0,0,0
698,思明松柏仙岳路517-539号宝嘉誉峰,118.11439178612639,24.499538559520946,63824,868,136,3,2,2,南,12.0,1,满二年,高层,32.0,1,3,10,10,10
699,湖里东渡金鼎里1-10号都市港湾,118.07679013683803,24.48892692309425,51468,505,98.12,2,2,1,南北,15.0,1,满二年,低层,25.0,1,0,0,10,10
700,思明槟榔东明路12-28号南湖中祥大厦,118.10428416499678,24.482324619527684,79846,599,75.02,2,1,1,南北,17.0,1,满五年,高层,20.0,1,8,9,10,10
701,思明莲花吕岭路226-228号新金花园,118.13522277184784,24.49412135650278,40605,430,105.9,3,2,2,南,26.0,1,满二年,高层,8.0,2,3,10,10,10
702,湖里东渡和顺里2-34号金海花园,118.08499669481466,24.499013412527024,42953,398,92.66,3,2,1,南北,26.0,0,满五年,低层,9.0,1,2,1,10,10
703,湖里后埔双浦西里1-147号吕岭花园,118.13384489116604,24.49852443340535,37978,329,86.63,2,2,1,南,26.0,1,满五年,高层,7.0,2,3,10,10,10
704,思明鹭江道厦禾路19-21号嘉英大厦,118.0708569345081,24.46328856538117,63619,590,92.74,2,2,1,北,19.0,1,,中层,33.0,0,0,0,0,0
705,集美集美新城滨水中一里1-30号IOI棕榈城(D3地块),118.0709329245784,24.598894392535474,45209,435,96.22,3,2,1,南,7.0,0,满二年,中层,30.0,2,3,0,10,10
706,思明莲前东路莲前西路171-187号法院宿舍(莲前西路),118.12704501510703,24.479409499802777,54703,349,63.8,2,2,1,南北,36.0,1,满五年,中层,7.0,4,2,10,10,10
707,思明鹭江道民族路74号五矿宿舍,118.07906917390711,24.445716706503042,55664,400,71.86,2,1,1,南北,32.0,1,满二年,低层,7.0,0,5,8,2,10
708,"思明禾祥西路禾祥西路1-9号,角滨路21-43号白鹭苑",118.0753879707001,24.466461915292722,44994,599,133.13,3,2,2,南北,28.0,1,满五年,中层,8.0,0,3,10,10,10
709,思明文灶文屏路8-10号假日双星楼台,118.10057445893865,24.46811230310874,72800,478,65.66,2,2,1,东北,18.0,1,满五年,中层,31.0,2,2,10,10,10
710,"湖里金尚后埔东里12-34,112-152号太微花园",118.1410566287194,24.50014360704021,42599,398,93.43,3,2,2,南,25.0,1,满五年,高层,7.0,3,1,10,10,10
711,思明湖滨北路湖滨中路519号万峰华庭,118.08636548554158,24.486603651561246,66312,510,76.91,2,1,1,东北,9.0,1,满二年,低层,33.0,2,1,1,10,10
712,湖里东渡和宁里63-79号沧海苑,118.08215355454902,24.49831077545363,45830,378,82.48,2,2,1,南,20.0,0,满二年,低层,6.0,1,1,1,10,10
713,思明中山公园玄妙巷1-72号玄妙巷小区,118.08500899749416,24.461820458955103,57870,428,73.96,2,2,1,南北,32.0,1,满五年,低层,7.0,1,4,10,10,10
714,思明瑞景洪文一里26-50号瑞景新村鸣凤苑,118.14918380211968,24.475984812856858,49523,498,100.56,3,2,2,南北,26.0,1,,低层,6.0,0,0,5,6,10
715,思明文灶文屏巷21-31号文屏巷21-31号小区,118.10180988408545,24.468873950113277,70105,620,88.44,3,1,1,南,14.0,1,满五年,中层,6.0,2,3,10,10,10
716,湖里湖里大唐世家兴隆路582-604号湖里大唐世家(二期),118.11866736786372,24.511647900821416,50000,320,64,2,1,1,南,22.0,1,,高层,9.0,3,5,10,10,10
717,思明前埔前埔二里26-56号国贸新城,118.16751067610733,24.475226718920435,36319,479,131.89,3,2,2,西南,24.0,1,满五年,中层,7.0,0,1,10,10,10
718,"湖里金尚金尚路106-144号,吕岭路801-821号中福城",118.1420540565468,24.493196820138454,42751,350,81.87,2,2,1,南,24.0,1,满五年,低层,7.0,2,2,10,10,10
719,思明岳阳小区仙岳路239号中建大厦,118.09184112875377,24.49223048757522,47826,518,108.31,3,2,2,南北,20.0,1,满五年,高层,15.0,2,2,6,10,10
720,思明中山路后厅衙巷1-45号后厅衙巷小区,118.0744054549372,24.460786674112722,51949,400,77,4,2,2,南北,54.0,1,满二年,,2.0,0,0,0,0,0
721,湖里湖里万达高林一里8-56号高林居住区一里,118.18257399249742,24.508917713968543,45806,320,69.86,3,1,1,南北,15.0,1,,高层,18.0,0,0,4,10,10
722,思明湖滨北路振兴新村1-26号振兴新村,118.08901558000886,24.48130962619591,58971,330,55.96,2,1,1,西南,32.0,1,满二年,高层,8.0,1,3,2,10,10
723,思明中山路镇海路33号之1-之2镇海路33号之1-之2小区,118.08080040685286,24.45303491886649,55104,359,65.15,2,2,1,南北,24.0,1,满五年,高层,6.0,0,0,0,0,0
724,"思明莲花莲前西路107-113,127-133号莲前西路107-113,127-133号小区",118.12219865371557,24.47984730950077,35866,380,105.95,3,2,1,南北,32.0,1,满五年,高层,7.0,4,3,10,10,10
725,思明华侨博物馆蜂巢山路2-40号蜂巢山路小区,118.08448814809775,24.44444673244522,52152,320,61.36,2,1,1,南北,39.0,1,,高层,7.0,0,0,0,0,0
726,思明槟榔槟榔西里255-273号南湖豪苑,118.10326274991219,24.48355314323231,85422,450,52.68,2,1,1,西,21.0,1,满二年,高层,11.0,1,7,8,10,10
727,集美杏林湾路龙亭五里1-4号莲花新城(五期公寓),118.05397284394523,24.604243030719235,47819,389,81.35,1,2,1,东南,4.0,1,,高层,32.0,1,0,7,9,10
728,思明厦大大学路131-167号(单号)大学路131-167号小区,118.08430387248077,24.44053562139412,52839,350,66.24,2,2,1,南北,35.0,1,,中层,8.0,0,0,0,0,0
729,湖里东渡海山路11号三航六公司宿舍(东渡),118.07689397245889,24.487154268861598,39193,328,83.69,3,2,1,南北,33.0,1,满五年,高层,6.0,1,0,0,10,10
730,思明中山路厦港新村66-72号省四建宿舍(厦港新村),118.08766234471783,24.447843827705658,55000,330,60,2,1,1,南北,30.0,1,满二年,高层,7.0,1,3,8,10,10
731,思明文屏文屏路139-169号文屏小区,118.11031125270513,24.461940816106623,49821,388,77.88,3,2,2,南北,25.0,1,满五年,低层,7.0,1,0,10,10,10
732,湖里祥店岭南里30-50号建发中央天成,118.13425426878126,24.505571388563226,51120,550,107.59,3,2,2,南,7.0,1,,中层,26.0,2,1,10,10,10
733,思明文灶文屏一里1-23号汇丰家园,118.1014426775132,24.468518709201852,74804,638,85.29,2,2,1,南北,19.0,1,满二年,低层,11.0,2,3,10,10,10
734,思明禾祥西路后江埭路96-168号梅园小区,118.08911732037978,24.47131696838584,71578,618,86.34,3,2,1,南北,30.0,1,满五年,高层,8.0,0,3,10,10,10
735,思明思北小学路138号华年邨,118.0770264651609,24.44824474500259,56000,588,105,3,2,2,西北,29.0,1,满二年,高层,10.0,0,5,10,3,10
736,"思明莲前西路西林东里153-169,194-209号云顶山庄花园",118.14008601470209,24.475241483619232,45177,458,101.38,3,2,2,南北,24.0,0,满二年,中层,7.0,0,2,10,8,10
737,湖里东渡东渡路69号鹭槟大厦,118.07402849094855,24.486119655652697,47975,328,68.37,2,2,1,东南,19.0,1,满五年,低层,31.0,0,0,0,4,10
738,思明体育中心体育路137-149号艺盛花园,118.10974077060222,24.492564161674863,50902,525,103.14,3,2,1,南北,29.0,1,满五年,中层,7.0,3,4,10,10,10
739,海沧滨海社区沧林东一里495-509号泉舜滨海上城,118.0477233222243,24.49369502847147,46797,428,91.46,2,2,1,东南,16.0,1,,高层,30.0,3,7,10,10,10
740,思明禾祥西路故宫路122-126号运轩阁,118.07825153753998,24.46774290274178,67696,579,85.53,2,2,1,南北,21.0,1,满二年,中层,11.0,0,4,10,10,10
741,思明中山路傅厝巷1-22号傅厝巷小区,118.07710540702466,24.460366914787887,62912,468,74.39,2,2,1,南北,39.0,1,满五年,中层,7.0,0,5,10,10,10
742,思明华侨博物馆巡司顶巷4-6号巡司顶海龙小区,118.08501378501987,24.447462246031133,58686,400,68.16,2,1,1,南,27.0,1,满五年,中层,8.0,0,0,0,0,0
743,思明曾厝垵曾厝垵东里1-23号曾厝垵东里小区,118.11499108832244,24.440926852895757,54238,368,67.85,2,1,1,南北,12.0,0,满二年,中层,6.0,1,0,10,10,10
744,湖里金山金山西里209-233号达嘉馨园,118.15445203901892,24.507151759415663,40206,328,81.58,2,2,1,东西,16.0,0,满五年,低层,18.0,0,6,9,10,10
745,思明斗西路角滨路6号角滨路广电宿舍,118.07680215066742,24.465792606108064,60071,408,67.92,2,2,1,南北,38.0,1,满二年,中层,7.0,0,5,10,10,10
746,湖里SM商圈园山南路202-240号嘉景花园一期,118.12115742704812,24.508670744151328,40425,480,118.74,3,1,2,南,27.0,1,满五年,高层,10.0,1,4,10,10,10
747,海沧滨海社区沧林东一里101-117号绿苑新城二组团,118.04448747727062,24.494784064395,42435,373,87.9,2,2,2,南,12.0,1,,中层,11.0,3,7,10,10,10
748,思明思北小学路90号国贸宿舍(小学路),118.07255786607907,24.464127713258048,50000,325,65,2,1,1,南北,24.0,1,,高层,7.0,0,0,0,0,0
749,湖里五缘湾南区钟宅五里5-16号国贸新天地,118.16175471464834,24.52288310191398,67999,650,95.59,2,2,1,南,8.0,1,满二年,低层,28.0,2,0,10,10,10
750,思明禾祥西路禾祥西路443-447号禾祥西路443-447号小区,118.08901681386787,24.469771783774572,51440,368,71.54,2,2,1,南北,32.0,1,满五年,高层,7.0,0,4,10,10,10
751,湖里南山湖里大道80号明园大厦,118.10797282858907,24.513807804346424,28585,388,135.74,4,2,2,南北,26.0,1,满五年,高层,10.0,2,2,10,10,10
752,思明湖滨北路七星西路180-200号中科院小区,118.09234317030268,24.490670822240666,56451,410,72.63,2,2,1,南,27.0,1,满二年,高层,8.0,3,1,10,10,10
753,思明观音山下堡路163-177号观海澜庭,118.18545889915555,24.50128481571374,50956,600,117.75,3,2,2,南北,12.0,1,,高层,25.0,0,0,3,10,10
754,思明松柏长青北里106-107号怡祥大厦,118.11498408018707,24.49037093240588,71164,345,48.48,1,0,1,北,19.0,1,满五年,高层,30.0,3,6,10,10,10
755,思明莲花嘉莲里45-58号嘉莲花园(公寓住宅),118.12198106421005,24.48856885635296,61032,618,101.26,3,2,2,南北,34.0,1,,低层,6.0,4,4,10,10,10
756,思明禾祥西路后滨路69-73号海明苑,118.09243921253903,24.471973679427176,55187,698,126.48,3,2,2,东西,24.0,1,满五年,中层,10.0,0,5,10,10,10
757,思明禾祥西路厦禾路555-571号冠成大厦,118.08585071788963,24.465988245957114,79183,690,87.14,3,2,2,东北,21.0,1,满二年,中层,18.0,0,5,10,10,10
758,湖里SM商圈园山南路237-357号嘉诚花园,118.12290509633317,24.509595078969433,46248,310,67.03,3,2,2,南北,21.0,1,满二年,高层,6.0,2,4,10,10,10
759,思明思北光彩街1-133号光彩街小区,118.07414642550327,24.460769543534994,60741,328,54,3,2,2,东南,39.0,1,满五年,,3.0,0,0,0,0,0
760,海沧滨海社区沧林东一里368-388号彼岸Patio,118.04669538511136,24.491904652261574,40613,398,98,2,2,2,东南,10.0,1,,中层,32.0,3,6,10,10,10
761,湖里金尚金昌路1-6号玉山花园,118.14365226105724,24.49929260684333,59846,479,80.04,3,2,1,南,18.0,1,,低层,13.0,3,2,10,10,10
762,湖里火炬园火炬二路31-57号现代家园,118.115851356204,24.512428157757412,36504,385,105.47,3,2,1,南,20.0,1,满五年,中层,6.0,2,4,10,10,10
763,思明禾祥西路故宫路99号故宫商厦,118.07809334890668,24.465707125253882,48187,562,116.63,3,2,2,东西,25.0,1,满五年,中层,15.0,0,5,10,10,10
764,"思明文灶文屏路26-30号,文屏巷22号建达花园",118.10080352700932,24.46681982377929,57937,365,63,2,1,1,南,20.0,1,满二年,高层,28.0,2,2,10,10,10
765,湖里五缘湾南区钟宅五里1-3号新景翡翠苑,118.15982390607236,24.5245974292129,71389,638,89.37,3,2,1,南北,11.0,1,满五年,低层,16.0,2,0,10,10,10
766,思明华侨博物馆南普陀路11-33号南普陀路11-33号小区,118.08742120924889,24.445192396258186,52482,350,66.69,2,2,1,南,26.0,1,,中层,6.0,0,0,0,0,0
767,"翔安翔安新城浦滨西五里2-9号,浦滨西四里2-9号建发书香府邸",118.24745712859158,24.577696861761723,36992,359,97.05,3,2,2,南北,2.0,1,,高层,28.0,1,1,6,10,10
768,思明禾祥西路天湖路24号房管局宿舍,118.08399666148897,24.471988419530877,54509,668,122.55,3,2,2,南北,26.0,1,,中层,9.0,0,3,10,10,10
769,思明思北小学路92-94号小学路92-94号小区,118.07283679858138,24.463821320324904,61706,335,54.29,3,1,2,南北,39.0,1,满二年,低层,7.0,0,0,0,0,0
770,湖里湖里万达高林三里1-49号高林居住区三里,118.18390753955494,24.506148374154332,50569,360,71.19,3,2,1,南北,12.0,1,,高层,18.0,0,0,4,10,10
771,"思明将军祠阳台山路13,15号阳台山路13,15号小区",118.09813401393893,24.45725492440881,53794,368,68.41,3,1,1,南北,28.0,1,满五年,高层,8.0,2,6,10,10,10
772,湖里湖里大唐世家嘉禾路556-570号东南花园,118.11500046452265,24.513230984313676,40013,500,124.96,3,2,2,南北,37.0,1,,中层,7.0,2,4,10,10,10
773,思明中山路思明南路222-238号定安小区(一期),118.07683524584006,24.454850656863858,67556,466,68.98,2,2,1,南,25.0,1,满五年,高层,9.0,0,0,0,0,0
774,湖里金山金湖五里1-19号金山国际,118.1528543459432,24.508171987777384,39820,336,84.38,2,2,1,南,14.0,1,满二年,低层,18.0,0,6,10,10,10
775,思明厦大顶澳仔1-45号顶澳仔小区,118.08700701066944,24.44201987013119,65064,525,80.69,3,2,1,南北,27.0,1,,中层,7.0,0,0,0,0,0
776,思明禾祥西路禾祥西路583-587号聚祥广场,118.09215824532892,24.470994703488834,52783,699,132.43,3,2,2,北,20.0,1,,低层,26.0,0,5,10,10,10
777,思明莲前东路洪莲里53-71号联丰商城(五期),118.15560982831444,24.4800626690015,45752,568,124.15,3,2,2,南北,24.0,1,满二年,高层,7.0,0,1,9,10,10
778,湖里南山南山路5-8号海天山庄,118.09322956170524,24.50454412066098,37729,305,80.84,2,2,1,南北,24.0,1,满五年,高层,7.0,0,3,7,10,10
779,"思明华侨博物馆寿彭路2,4号鸿山新村",118.0796606493716,24.448417768982143,65893,630,95.61,3,1,1,东南,15.0,1,,低层,33.0,0,5,9,6,10
780,思明文灶文屏路14号文屏大厦,118.10063989847774,24.46771389312917,59302,599,101.01,2,2,2,南,25.0,1,满五年,高层,33.0,2,2,10,10,10
781,湖里殿前长浩一里1-49号翔鹭花城(一期),118.10242759006837,24.52705304810785,45220,350,77.4,3,2,1,南,20.0,1,满二年,高层,9.0,0,0,10,8,10
782,思明厦大南普陀路7号赤岭小区,118.08835452482165,24.444458489290994,55858,349,62.48,2,1,1,南北,43.0,1,满二年,高层,7.0,1,1,10,10,10
783,思明龙山盘龙路35-77号龙山二期安置房,118.13725704416103,24.484080284580504,51336,588,114.54,3,2,2,南北,16.0,1,满五年,中层,11.0,1,5,10,10,10
784,思明莲花香秀里63-74号香秀里海关宿舍,118.12877587519849,24.49408271533608,54153,639,118,3,2,2,南北,24.0,1,,中层,6.0,3,3,10,10,10
785,思明镇海路镇海路56-58号镇海大厦,118.0813354582457,24.45479575776224,75058,619,82.47,2,1,1,南,23.0,1,满二年,低层,35.0,1,7,10,10,10
786,思明莲花嘉禾路188-196号莲花大厦,118.12401587997755,24.49166697240653,54321,628,115.61,3,2,1,南,18.0,1,满二年,高层,17.0,2,3,10,10,10
787,思明将军祠万寿北路2-20号文化局宿舍,118.09998493642532,24.463517269086193,62953,400,63.54,2,1,1,南北,36.0,1,满五年,高层,7.0,2,3,10,10,10
788,湖里南山华泰路28-30号电力宿舍,118.09927282480675,24.506202006839217,38365,320,83.41,2,2,1,南,28.0,1,满五年,高层,8.0,0,1,10,10,10
789,思明将军祠阳台山路17号阳台山路17号小区,118.09750665853846,24.4597718166015,48286,338,70,2,2,1,东南,29.0,1,满五年,低层,8.0,2,6,10,10,10
790,"思明中山路白鹿路32,77-93号白鹿路32,77-93号小区",118.08349932108295,24.450294796193134,49474,385,77.82,3,1,1,南北,29.0,1,满五年,,5.0,0,0,0,0,0
791,思明东浦路东浦三里26-30号浦南花园,118.12932237516253,24.475895190479058,49913,455,91.16,2,2,1,南北,13.0,0,满二年,中层,33.0,3,2,10,10,10
792,"湖里海天路海天路4,6号特房华苑",118.08905600482213,24.506455290043842,53510,430,80.36,2,2,1,南北,19.0,1,满五年,中层,6.0,0,1,3,10,10
793,湖里枋湖金湖二里44-66号凯悦新城(公寓住宅),118.139345569981,24.50951014783322,46984,405,86.2,2,2,1,南,12.0,1,满五年,高层,13.0,1,3,10,10,10
794,"思明厦大顶澳仔6,10,18号演武花园(三期)",118.0874713190922,24.44174846170756,74894,670,89.46,3,1,2,南北,24.0,1,满五年,低层,8.0,0,0,0,0,0
